,0.3,0.4,0.5,0.6000000000000001,0.7000000000000002,0.8000000000000003,0.9000000000000001,1.0000000000000002,1.1000000000000003,1.2000000000000004,1.3000000000000005,1.4000000000000004
0.25,12.0,12.0,13.0,14.0,15.0,16.0,17.0,19.0,21.0,23.0,25.0,27.0
0.5,14.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0
0.75,15.0,18.0,20.0,20.0,25.0,30.0,30.0,30.0,40.0,40.0,40.0,50.0
1.0,20.0,20.0,25.0,25.0,30.0,35.0,40.0,40.0,50.0,50.0,50.0,60.0
1.25,22.0,25.0,30.0,30.0,40.0,40.0,50.0,50.0,60.0,60.0,70.0,70.0
1.5,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,70.0,70.0,75.0,80.0
1.75,30.0,35.0,40.0,45.0,50.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0
2.0,35.0,40.0,45.0,50.0,60.0,70.0,70.0,80.0,85.0,90.0,90.0,100.0
2.25,40.0,45.0,55.0,60.0,70.0,80.0,80.0,90.0,90.0,100.0,100.0,110.0
2.5,45.0,50.0,60.0,70.0,80.0,85.0,90.0,100.0,100.0,110.0,110.0,115.0
2.75,50.0,60.0,70.0,80.0,90.0,90.0,100.0,110.0,110.0,120.0,120.0,120.0
3.0,60.0,70.0,80.0,90.0,100.0,100.0,110.0,120.0,120.0,125.0,130.0,130.0
3.25,65.0,75.0,90.0,100.0,105.0,110.0,120.0,125.0,130.0,135.0,140.0,140.0
3.5,70.0,80.0,95.0,110.0,115.0,120.0,130.0,135.0,140.0,140.0,145.0,150.0
3.75,80.0,90.0,105.0,120.0,125.0,130.0,140.0,145.0,150.0,150.0,150.0,155.0
4.0,90.0,100.0,120.0,130.0,140.0,140.0,150.0,150.0,160.0,160.0,160.0,160.0
4.25,100.0,110.0,130.0,140.0,150.0,150.0,160.0,160.0,165.0,170.0,170.0,170.0
4.5,110.0,120.0,140.0,150.0,160.0,160.0,170.0,170.0,175.0,175.0,175.0,175.0
4.75,120.0,140.0,150.0,160.0,170.0,170.0,180.0,180.0,180.0,185.0,185.0,185.0
5.0,130.0,150.0,160.0,170.0,180.0,185.0,190.0,190.0,190.0,190.0,190.0,190.0
