,0
0.94,102.0
0.8599999999999999,104.0
0.7799999999999999,107.0
0.7,110.0
0.6199999999999999,115.0
0.5399999999999999,121.0
0.45999999999999996,129.0
0.38,141.0
0.3,180.0
